user_id,podcast_id,rating,listen_time_min,is_favorite
14,179,3.6,173,0
14,40,4.6,178,1
14,643,4.3,129,0
14,735,2.0,7,1
14,492,2.6,21,0
14,100,2.9,63,1
14,265,3.1,144,0
14,110,2.3,32,0
14,317,3.7,59,0
14,845,3.2,37,1
14,747,4.6,71,0
14,358,4.1,53,0
14,334,4.0,135,0
14,962,1.4,165,0
14,541,1.8,111,0
14,685,4.9,122,1
14,722,1.4,24,0
14,801,3.1,110,1
14,229,2.2,72,1
14,915,3.8,143,1
14,55,1.3,102,1
14,350,4.4,152,1
14,283,2.7,40,1
14,204,2.4,49,0
14,41,4.6,133,1
14,829,2.6,30,1
14,244,1.6,113,0
15,243,3.7,173,0
15,583,2.5,44,0
15,279,2.3,11,0
15,997,3.9,123,1
15,622,3.1,54,0
15,703,1.1,63,0
15,336,2.1,90,1
15,759,4.1,126,0
15,568,2.6,83,1
15,42,4.3,91,0
15,999,2.0,47,1
15,707,4.4,153,1
15,317,2.2,112,0
15,34,4.3,154,0
15,426,4.3,86,0
15,211,4.1,169,0
15,503,2.9,67,1
15,602,3.4,180,1
15,368,3.9,70,0
15,260,2.0,21,0
15,891,3.7,94,1
15,398,4.6,179,1
15,313,3.6,5,1
15,481,3.3,89,1
15,791,2.2,100,1
15,146,3.0,41,1
15,57,1.4,111,0
15,159,2.9,123,1
15,205,2.9,107,1
15,295,1.7,5,1
15,447,4.4,147,0
15,154,4.3,141,0
15,631,4.0,178,0
15,50,2.8,17,0
15,275,4.3,47,1
15,308,2.9,154,1
15,446,2.6,56,0
15,327,1.5,8,1
15,403,4.9,134,1
15,194,3.9,20,0
15,889,3.6,119,1
15,985,2.5,57,0
15,624,4.4,161,1
15,208,1.4,53,0
15,515,4.4,72,1
16,145,4.6,16,0
16,702,3.7,136,1
16,95,4.0,14,0
16,9,2.2,147,0
16,704,3.7,180,1
16,278,4.2,60,1
16,460,4.0,54,0
16,355,2.2,122,0
16,899,3.3,68,0
16,303,1.3,88,1
16,548,2.3,115,1
16,494,2.6,77,1
16,967,3.5,55,0
16,299,4.5,27,1
16,329,2.7,144,0
16,411,3.9,33,1
16,945,4.3,46,0
16,469,4.6,35,0
16,811,4.6,133,0
16,11,4.2,116,0
16,500,1.3,124,1
16,724,3.5,53,0
16,923,1.5,139,0
16,203,3.9,150,0
16,638,4.8,62,0
16,443,3.5,86,1
16,281,3.5,33,0
16,35,1.6,134,0
16,855,3.1,6,1
16,57,4.8,60,1
16,119,3.3,22,1
16,895,2.4,21,0
16,940,4.0,17,0
16,315,4.8,41,0
16,905,3.6,86,1
17,769,4.4,169,0
17,512,1.1,29,0
17,892,2.0,161,1
17,683,4.6,179,1
17,816,2.7,129,0
17,509,3.4,15,0
17,159,3.5,37,1
17,146,2.9,159,0
17,853,3.0,139,0
17,351,4.0,58,1
17,850,3.8,5,0
17,76,1.1,38,0
17,893,2.5,50,1
17,493,1.8,141,0
17,996,3.4,99,0
17,819,4.1,49,1
17,865,4.0,43,0
17,277,1.4,5,0
17,242,3.5,172,1
17,276,5.0,16,1
17,573,4.0,40,0
17,263,1.9,168,1
17,278,2.4,84,0
17,529,1.7,79,0
17,480,3.7,28,1
17,937,4.0,77,1
17,827,2.4,133,1
17,382,4.5,52,0
17,261,4.5,46,1
17,300,4.4,52,1
17,211,1.4,156,0
17,338,1.9,83,0
17,729,2.2,40,0
17,295,3.7,75,0
17,927,1.4,145,1
17,231,2.5,163,0
17,663,3.5,123,0
17,739,3.8,39,0
17,717,3.5,61,0
17,625,3.6,8,1
17,502,1.4,93,0
17,681,3.5,20,1
17,862,4.0,22,1
17,77,4.6,18,1
17,458,1.3,67,1
18,377,1.6,19,0
18,663,2.9,152,1
18,370,3.7,29,0
18,265,2.2,62,1
18,322,1.1,160,1
18,662,2.1,22,0
18,513,2.5,92,1
18,738,2.3,55,1
18,882,2.1,140,0
18,573,4.1,132,0
18,215,2.0,151,0
18,145,1.2,175,0
18,580,1.7,27,0
18,298,1.3,155,0
18,343,2.9,129,0
18,599,2.9,166,1
18,895,3.1,75,0
18,907,2.4,39,1
18,258,1.0,164,0
18,5,2.1,67,0
18,628,4.6,129,0
18,832,4.2,63,1
18,429,3.4,65,1
18,739,4.6,76,0
18,650,4.5,178,0
18,760,4.3,153,0
18,914,2.8,109,1
18,733,4.8,20,1
18,32,2.0,58,0
18,390,1.2,70,0
18,310,4.9,36,1
19,989,3.3,47,0
19,121,2.1,163,1
19,709,2.4,20,0
19,70,2.2,97,1
19,880,3.3,125,0
19,625,1.4,60,1
19,569,1.5,114,1
19,486,2.2,108,0
19,744,1.3,133,0
19,511,4.3,127,1
19,24,1.2,13,1
19,608,2.8,88,0
19,538,2.6,91,0
19,484,2.8,24,0
19,959,4.7,155,1
19,72,1.2,58,1
19,381,3.4,149,1
19,809,1.8,16,0
19,220,3.9,136,0
19,528,4.2,156,1
19,539,3.3,28,0
19,95,4.1,88,0
19,949,4.6,46,1
19,88,2.6,26,0
19,468,1.7,77,0
20,523,2.4,70,0
20,575,2.4,39,1
20,612,2.2,174,1
20,98,4.1,121,1
20,198,4.0,24,1
20,790,1.5,81,1
20,299,1.5,111,1
20,227,2.4,35,1
20,490,2.0,122,0
20,454,4.2,170,1
20,791,3.4,121,1
20,685,4.8,57,0
20,414,2.8,85,1
20,505,1.7,126,0
20,419,1.3,130,0
20,540,3.0,41,0
20,276,1.6,88,0
20,508,2.5,22,0
20,373,4.5,104,1
20,753,1.5,168,1
20,469,2.0,150,0
20,161,2.4,11,1
20,749,2.4,154,1
20,589,4.4,128,0
20,283,1.5,164,1
20,459,4.7,89,0
20,278,2.9,126,0
20,725,1.6,82,0
20,603,3.2,94,0
20,377,3.5,25,1
20,417,4.3,5,1
21,295,4.8,81,1
21,895,4.9,170,1
21,673,1.8,42,0
21,446,2.5,103,1
21,355,4.8,13,1
21,533,2.9,172,1
21,704,4.4,61,0
21,724,2.9,158,1
21,975,2.7,121,0
21,191,1.8,22,1
21,732,3.7,25,1
21,342,1.2,8,0
21,818,3.3,101,0
21,736,3.2,84,1
21,148,2.2,118,0
21,511,3.9,25,1
21,515,2.5,177,0
21,618,4.7,85,1
21,434,3.9,141,0
21,514,3.1,27,1
21,43,1.0,51,1
21,187,1.9,60,0
21,273,3.0,102,1
21,912,4.0,85,1
21,63,4.1,34,1
21,878,2.2,44,1
21,890,4.9,104,1
21,615,1.3,143,0
21,977,1.5,84,0
21,428,4.3,41,1
21,88,4.2,144,1
21,138,3.8,96,0
21,593,2.5,65,0
21,684,2.9,19,1
21,5,4.8,72,1
21,247,4.2,147,0
21,140,1.3,125,0
21,212,2.9,167,1
21,801,2.7,157,0
21,265,1.2,93,0
21,36,1.5,94,1
21,933,3.4,12,0
21,510,3.1,58,1
21,952,4.7,70,1
21,1,2.4,110,0
21,216,4.8,94,1
22,952,1.1,89,0
22,695,3.8,60,0
22,648,1.1,43,1
22,876,2.2,34,1
22,856,1.9,108,1
22,241,3.6,175,0
22,682,1.4,156,1
22,653,3.6,10,0
22,866,3.2,145,0
22,887,1.9,15,1
22,615,1.6,111,1
22,570,4.5,127,0
22,905,4.0,59,0
22,44,2.8,131,1
22,331,3.2,31,0
22,920,3.5,139,1
22,487,4.5,22,1
22,213,3.5,128,1
22,608,2.5,135,0
22,558,4.9,89,1
22,713,2.3,148,0
22,15,3.8,128,1
22,157,3.6,54,0
22,686,3.9,5,1
22,717,4.7,32,1
22,236,4.3,63,0
22,534,3.5,13,1
23,554,3.1,153,0
23,590,2.4,121,1
23,690,2.2,174,0
23,404,4.2,53,0
23,852,4.7,67,1
23,548,1.7,155,1
23,370,3.4,103,1
23,944,4.0,120,1
23,53,3.3,133,0
23,773,3.3,138,1
23,117,2.8,142,1
23,700,3.6,25,1
23,809,2.0,177,0
23,682,3.9,135,0
23,826,4.1,176,0
23,966,1.6,50,0
23,486,1.7,119,1
23,678,1.7,8,1
23,221,1.5,99,0
23,35,1.6,177,0
23,756,3.3,157,0
23,402,1.2,25,0
23,635,1.3,35,1
23,511,1.9,127,1
23,538,3.6,106,1
23,337,3.5,55,1
23,865,2.6,7,0
23,490,3.3,110,1
23,155,3.3,124,1
23,759,4.3,19,1
23,422,1.6,69,1
23,268,4.4,101,0
23,253,2.5,123,1
23,976,1.1,30,1
23,824,2.7,132,0
23,355,4.7,123,1
23,869,1.9,124,1
23,624,2.4,118,1
23,903,2.5,179,0
23,530,2.4,146,1
23,161,3.3,62,1
23,772,2.6,50,1
23,183,4.8,45,1
23,80,1.1,121,0
24,975,4.6,135,1
24,515,2.9,180,0
24,402,1.8,51,0
24,127,1.6,161,1
24,311,2.4,10,0
24,514,1.3,82,0
24,235,2.8,159,1
24,175,4.3,75,1
24,647,2.0,12,0
24,314,4.3,80,1
24,952,2.3,96,0
24,133,1.7,72,1
24,198,1.5,93,0
24,276,4.6,158,1
24,39,1.1,80,0
24,11,4.7,61,0
24,477,2.4,28,1
24,932,4.0,132,1
24,675,2.6,168,0
24,693,4.7,71,1
24,725,3.0,44,0
24,126,1.8,84,1
24,833,1.4,61,1
24,517,3.9,66,1
24,223,4.3,105,0
24,619,2.2,38,0
24,188,4.6,48,0
24,853,1.9,175,1
24,8,2.1,164,1
24,410,1.1,96,1
24,819,2.7,142,0
24,966,1.8,166,1
24,848,2.8,106,0
24,968,4.9,80,1
24,289,4.3,25,0
24,183,4.0,47,1
24,294,2.8,70,0
24,973,2.3,106,0
24,145,4.6,23,0
24,119,4.5,116,1
24,69,2.9,14,0
24,917,1.3,161,1
24,609,2.9,144,0
25,475,4.6,138,1
25,468,4.7,21,0
25,624,1.7,120,0
25,962,4.8,80,0
25,466,2.4,132,0
25,117,2.5,159,1
25,899,4.4,30,1
25,215,4.6,56,0
25,452,3.5,115,0
25,495,4.3,122,0
25,616,2.6,79,0
25,334,2.9,138,0
25,81,4.8,90,1
25,973,2.8,89,0
25,78,2.7,59,1
25,97,2.4,81,1
25,260,3.9,10,0
25,603,4.2,179,1
25,336,2.4,8,1
25,643,2.3,155,1
26,874,3.9,101,0
26,714,1.2,58,1
26,608,3.3,111,0
26,362,4.7,131,0
26,661,1.5,6,0
26,413,1.2,9,0
26,21,3.1,170,0
26,122,3.3,43,0
26,674,1.8,132,0
26,672,3.0,130,0
26,261,1.2,145,0
26,100,3.1,141,0
26,941,4.2,13,1
26,351,1.1,7,0
26,195,1.5,8,1
26,154,1.5,107,1
26,461,2.5,138,1
26,69,4.8,127,1
26,614,3.0,75,0
26,717,4.1,155,0
26,559,1.0,89,1
26,851,2.1,38,0
26,506,2.8,178,1
26,303,3.3,64,0
26,97,4.3,162,0
26,599,3.7,16,0
26,322,3.2,165,0
26,280,4.7,65,1
26,174,3.0,170,0
26,837,3.0,174,0
26,248,2.2,166,1
26,438,3.9,163,0
26,1,1.7,23,0
26,689,3.2,127,0
26,514,3.8,92,0
26,570,2.4,126,1
26,648,3.1,149,1
26,31,4.2,99,1
26,568,2.6,19,1
26,41,3.0,163,0
26,379,1.2,71,0
26,360,3.2,166,1
26,547,3.3,119,1
27,255,1.4,51,0
27,880,3.8,77,0
27,93,3.2,97,0
27,289,1.8,93,1
27,46,4.4,132,1
27,11,4.3,34,0
27,317,3.1,22,0
27,775,1.6,33,1
27,94,1.8,61,0
27,664,3.9,49,1
27,35,2.2,163,1
27,33,2.0,112,0
27,969,3.1,113,1
27,521,4.8,92,1
27,3,2.6,86,0
27,315,2.1,128,0
27,131,4.6,81,1
27,165,3.8,151,1
27,867,2.3,105,0
27,630,1.1,42,1
27,970,3.7,142,1
27,584,4.2,99,0
27,676,2.0,39,1
27,535,1.7,120,0
27,426,2.9,127,0
27,626,2.7,86,0
27,997,1.9,156,0
27,758,1.7,37,1
28,972,3.2,129,0
28,722,2.8,80,1
28,257,4.0,49,0
28,810,1.9,150,0
28,528,3.9,103,0
28,452,3.4,70,1
28,971,4.1,111,0
28,661,3.3,33,0
28,146,5.0,9,0
28,551,4.5,112,1
28,107,5.0,48,1
28,873,4.4,19,0
28,202,3.5,125,0
28,127,4.7,60,1
28,374,3.4,146,0
28,48,4.0,34,0
28,110,1.8,93,1
28,858,2.3,160,0
28,948,1.2,20,1
28,912,3.2,92,0
28,910,4.3,53,1
28,499,2.3,86,0
28,263,4.4,8,0
28,495,4.6,130,1
28,496,2.5,109,0
28,959,1.2,38,0
28,286,3.8,107,0
28,2,2.3,137,1
28,207,2.6,120,1
28,711,2.9,157,0
28,56,3.2,140,0
28,23,3.1,143,0
28,745,4.8,76,0
28,457,2.3,155,0
28,789,2.8,63,0
28,301,4.2,50,1
28,595,4.2,143,1
28,233,2.9,75,0
28,988,4.8,87,0
28,634,1.8,152,1
28,236,1.4,63,0
28,150,2.5,163,0
28,541,2.5,139,1
28,5,4.4,150,1
29,958,4.9,87,1
29,942,1.7,152,0
29,448,5.0,78,1
29,167,1.7,55,0
29,749,2.9,97,1
29,824,5.0,136,1
29,283,3.8,105,1
29,67,4.4,76,1
29,750,2.4,174,1
29,686,4.1,176,0
29,223,4.4,84,1
29,666,1.5,177,0
29,787,4.7,74,1
29,890,2.8,17,1
29,751,3.6,120,0
29,26,2.6,70,0
29,93,3.1,123,0
29,260,3.8,115,0
29,709,1.1,179,1
29,267,2.4,103,0
29,844,4.1,37,0
29,254,1.4,111,0
29,640,2.8,158,1
30,97,1.1,117,0
30,648,4.4,39,0
30,196,1.9,142,1
30,551,4.0,19,0
30,434,2.9,41,1
30,4,3.2,157,1
30,987,1.0,58,0
30,471,3.0,121,0
30,499,4.8,53,0
30,702,2.7,115,0
30,909,1.8,5,0
30,58,4.3,145,1
30,754,2.2,176,0
30,54,1.8,138,1
30,48,4.6,34,0
30,834,1.6,81,0
30,420,4.1,109,1
30,437,1.4,16,1
30,369,1.6,148,0
30,742,1.8,176,1
30,187,3.6,173,0
30,148,3.0,32,1
30,157,4.1,149,0
30,153,1.9,93,0
30,456,1.4,122,1
31,824,2.1,180,1
31,615,4.6,100,1
31,144,4.9,109,0
31,752,3.3,90,0
31,929,3.4,124,1
31,376,3.7,144,0
31,563,1.2,15,1
31,15,2.4,92,0
31,222,4.0,143,1
31,114,1.5,95,0
31,109,4.4,157,0
31,327,4.5,34,1
31,319,2.3,179,1
31,997,2.8,136,1
31,86,4.0,107,0
31,618,2.1,50,1
31,770,3.0,105,1
31,158,4.5,162,1
31,539,3.9,135,0
31,913,3.4,169,0
31,564,1.2,40,1
31,798,4.1,144,1
31,52,4.7,23,0
31,643,3.6,179,0
31,638,1.3,78,1
31,522,1.9,116,0
31,930,4.9,13,0
31,176,3.5,148,0
31,61,3.8,139,1
31,479,1.2,43,1
31,731,3.9,178,0
31,464,1.7,169,0
32,126,3.6,124,0
32,328,4.4,85,0
32,479,1.6,12,1
32,898,4.2,141,1
32,279,2.4,152,1
32,546,4.4,127,1
32,228,1.2,106,0
32,387,1.2,7,1
32,96,2.1,25,1
32,755,1.5,44,1
32,308,1.4,164,0
32,6,4.6,140,0
32,849,3.4,114,1
32,234,4.4,177,1
32,104,4.4,115,0
32,385,4.4,49,1
32,167,4.7,127,1
32,710,3.9,12,1
32,549,2.3,145,1
32,637,2.7,111,1
32,350,2.6,156,0
32,612,4.7,153,0
32,410,1.7,25,1
32,198,4.9,136,0
32,615,3.4,74,0
32,609,5.0,99,1
32,209,2.6,119,1
32,71,2.5,91,1
32,845,4.2,116,1
32,432,3.5,15,0
32,973,4.5,85,0
32,336,2.1,105,1
32,971,3.5,179,0
32,877,1.9,166,0
32,579,4.8,36,0
32,284,3.5,93,1
32,417,2.8,125,1
32,383,2.6,121,1
33,22,3.9,176,0
33,895,5.0,77,0
33,20,2.0,147,0
33,770,2.7,148,0
33,616,1.7,137,0
33,512,4.8,154,1
33,34,2.1,114,0
33,364,2.8,116,1
33,650,2.2,110,0
33,656,4.9,177,1
33,528,3.8,177,0
33,579,3.6,13,0
33,309,1.6,53,0
33,258,3.8,141,1
33,926,4.3,16,0
33,243,1.3,100,0
33,45,3.2,147,1
33,640,2.9,159,1
33,834,4.3,26,0
33,531,2.4,155,0
33,79,3.9,64,0
33,461,3.0,47,0
33,54,4.9,104,1
33,711,2.7,125,0
33,275,4.7,148,1
33,317,1.6,146,0
33,116,2.7,70,1
33,288,1.3,121,0
33,546,4.1,93,1
33,104,4.2,89,0
34,426,2.0,179,0
34,70,3.6,171,0
34,487,4.2,135,1
34,121,3.8,53,0
34,19,3.2,25,0
34,755,2.1,113,0
34,339,4.3,90,0
34,684,1.0,120,1
34,166,3.2,60,0
34,122,3.5,33,0
34,364,1.9,41,0
34,45,2.1,171,0
34,95,2.7,110,1
34,78,3.0,10,1
34,679,4.1,42,0
